IP,cf-meta-ip,端口,速度(Mbps),CF归属国,机房,TCP延迟(ms),TLS延迟(ms)
91.84.106.75,91.84.106.75,443,1.37,NL,AMS,96.7,132.63
168.100.9.27,168.100.9.27,443,1.37,NL,DUS,88.1,110.83
113.30.188.2,113.30.188.2,2053,1.37,NL,AMS,91.36,101.43
212.22.74.52,212.22.74.52,2053,1.37,NL,AMS,125.15,109.36
185.170.153.204,193.233.16.39,443,1.36,NL,FRA,105.49,112.12
74.119.195.68,74.119.195.68,443,1.36,NL,AMS,91.74,104.69
212.111.88.212,212.111.88.212,443,1.35,NL,AMS,88.95,103.74
144.124.241.129,144.124.241.129,443,1.35,NL,AMS,86.75,126.11
45.134.21.8,45.134.21.8,8443,1.34,NL,AMS,91.6,92.36
88.210.9.6,88.210.9.6,8443,1.33,NL,AMS,90.4,101.9
194.60.135.94,194.60.135.94,443,1.33,NL,AMS,89.47,99.28
31.130.129.219,31.130.129.219,443,1.32,NL,AMS,92.4,109.19
89.110.81.200,89.110.81.200,443,1.31,NL,AMS,87.03,91.65
94.241.175.52,94.241.175.52,443,1.3,NL,AMS,88.02,184.51
146.0.79.124,146.0.79.124,443,1.3,NL,AMS,92.83,397.62
45.144.154.146,45.144.154.146,443,1.29,NL,AMS,96.45,100.58
129.212.215.87,167.99.45.203,443,1.29,NL,AMS,87.78,91.4
80.74.24.191,80.74.24.191,443,1.28,NL,AMS,93.66,100.8
91.84.98.217,91.84.98.217,8443,1.27,NL,AMS,91.19,120.72
152.53.200.15,152.53.200.15,443,1.27,NL,AMS,99.17,131.18
138.124.3.156,138.124.3.156,443,1.27,NL,AMS,99.24,133.07
185.130.224.236,185.130.224.236,443,1.27,NL,AMS,98.64,96.55
94.131.105.101,94.131.105.101,2053,1.27,NL,AMS,89.48,106.07
158.178.148.48,158.178.148.48,2087,1.25,NL,AMS,88.84,104.77
103.90.75.41,103.90.75.41,2053,1.24,NL,AMS,88.03,95.57
194.85.249.105,194.85.249.105,443,1.24,NL,AMS,88.64,117.88
94.103.95.115,94.103.95.115,443,1.24,NL,AMS,89.84,109.7
23.94.134.141,23.94.134.141,443,1.24,NL,AMS,97.88,109.57
194.48.141.54,194.48.141.54,443,1.22,NL,AMS,94.05,121.76
23.94.217.14,23.94.217.14,443,1.22,NL,AMS,100.99,120.12
95.215.8.34,95.215.8.34,443,1.19,NL,AMS,99.64,146.48
94.131.107.40,94.131.107.40,443,1.18,NL,AMS,120.86,110.92
152.53.200.105,152.53.200.105,443,1.18,NL,AMS,96.28,131.28
147.45.225.134,147.45.225.134,443,1.18,NL,AMS,87.5,175.86
144.31.237.162,144.31.237.162,2053,1.17,NL,AMS,97.15,112.06
103.54.16.25,103.54.16.25,443,1.16,NL,AMS,117.93,115.25
195.226.194.222,195.226.194.222,2053,1.15,NL,AMS,90.02,120.89
94.131.11.4,94.131.11.4,443,1.15,NL,AMS,93.32,103.72
152.53.200.118,152.53.200.118,443,1.14,NL,AMS,108.44,114.1
23.168.72.23,67.220.80.230,443,1.14,NL,AMS,87.05,95.57
89.42.142.219,89.42.142.219,443,1.11,NL,AMS,98.44,120.16
113.30.188.2,113.30.188.2,8443,1.11,NL,AMS,95.53,102.68
89.110.112.8,89.110.112.8,8443,1.1,NL,AMS,85.72,105.36
23.138.44.90,186.190.213.5,443,1.1,NL,AMS,94.83,103.24
185.169.107.52,185.169.107.52,2053,1.1,NL,AMS,114.91,103.98
188.253.27.8,2a0c:16c2:500:7cc::492c,443,1.09,NL,AMS,87.1,94.94
109.107.166.23,109.107.166.23,443,1.09,NL,AMS,86.91,105.02
91.84.106.75,91.84.106.75,8443,1.09,NL,AMS,88.93,102.02
38.180.160.199,38.180.160.199,443,1.08,NL,AMS,97.48,109.45
45.91.203.74,45.91.203.74,443,1.08,NL,AMS,89.69,138.81
91.84.98.217,91.84.98.217,443,1.07,NL,AMS,87.87,98.71
172.233.48.56,172.233.48.56,443,1.06,NL,AMS,100.37,101.12
64.227.75.34,64.227.75.34,8443,1.06,NL,AMS,97.04,95.17
212.34.140.205,212.34.140.205,8443,1.05,NL,AMS,85.78,99.49
89.110.112.8,89.110.112.8,2053,1.05,NL,AMS,92.0,143.25
5.252.21.228,5.252.21.228,443,1.05,NL,AMS,100.68,116.66
45.8.145.220,45.8.145.220,443,1.05,NL,AMS,90.37,100.62
194.135.46.161,194.135.46.161,443,1.04,NL,AMS,91.7,101.21
77.246.102.229,77.246.102.229,8443,1.04,NL,AMS,87.64,100.72
5.180.46.42,5.180.46.42,2053,1.03,NL,AMS,102.48,105.42
194.37.81.117,5.180.182.245,2053,1.03,NL,AMS,86.49,100.2
24.144.77.193,188.166.43.205,443,1.03,NL,AMS,95.71,92.7
80.85.246.45,80.85.246.45,8443,1.03,NL,AMS,86.62,104.34
93.183.91.7,93.183.91.7,443,1.02,NL,AMS,89.51,103.06
185.157.213.24,185.157.213.24,443,1.01,NL,AMS,104.8,101.25
91.84.97.184,91.84.97.184,8443,1.01,NL,AMS,90.56,98.85
152.53.200.174,152.53.200.174,8443,1.0,NL,AMS,104.2,107.64
138.124.104.113,138.124.104.113,8443,8.69,PL,WAW,166.48,198.08
45.144.51.246,2a05:fc1:40:ad::2,443,7.31,PL,WAW,134.12,162.9
77.83.246.88,77.83.246.88,443,7.0,PL,WAW,144.33,210.37
217.182.79.55,217.182.79.55,443,6.94,PL,WAW,121.81,198.9
144.31.248.235,144.31.248.235,443,6.89,PL,WAW,107.8,143.67
70.34.243.123,70.34.243.123,443,6.81,PL,WAW,133.01,167.88
94.103.0.67,94.103.0.67,443,6.17,PL,WAW,115.61,142.55
103.68.110.109,2a12:bec4:1ac1:87f::,443,5.87,PL,WAW,118.63,265.77
91.108.237.23,91.108.237.23,443,5.71,PL,WAW,108.98,117.13
217.182.79.55,217.182.79.55,8443,5.66,PL,WAW,140.06,180.86
82.40.38.216,82.40.38.216,443,5.28,PL,WAW,126.78,145.91
45.144.51.246,2a05:fc1:40:ad::2,8443,5.09,PL,WAW,120.48,172.77
95.156.204.82,95.156.204.82,8443,4.96,PL,WAW,110.72,113.47
185.253.45.68,185.253.45.68,443,4.83,PL,WAW,110.81,164.16
212.119.43.76,212.119.43.76,443,4.72,PL,WAW,111.66,123.96
82.118.20.234,82.118.20.234,443,4.56,PL,WAW,107.26,120.93
37.252.6.119,37.252.6.119,443,4.46,PL,WAW,109.96,132.01
51.68.141.223,51.68.141.223,443,4.42,PL,WAW,108.2,168.82
45.43.137.179,45.43.137.179,443,4.28,PL,WAW,108.7,120.34
138.124.20.93,138.124.20.93,443,4.14,PL,WAW,109.42,128.22
146.59.18.234,54.36.186.141,443,4.02,PL,WAW,111.05,152.79
138.124.19.10,138.124.19.10,443,3.98,PL,WAW,110.27,162.45
45.144.50.4,45.144.50.4,443,3.91,PL,WAW,116.94,117.31
64.176.68.73,64.176.68.73,443,3.71,PL,WAW,102.25,107.99
144.31.4.243,144.31.4.243,443,3.68,PL,WAW,106.6,115.57
139.28.97.134,139.28.97.134,443,3.67,PL,WAW,106.11,144.21
82.26.91.197,82.26.91.197,443,3.13,PL,WAW,104.42,127.19
212.192.11.200,212.192.11.200,443,3.07,PL,WAW,104.59,116.57
151.115.81.15,151.115.81.15,443,2.87,PL,WAW,110.47,131.99
192.124.180.156,192.124.180.156,443,2.85,PL,WAW,108.08,113.8
82.26.91.49,82.26.91.49,443,2.75,PL,WAW,105.35,116.61
95.156.204.82,95.156.204.82,443,2.71,PL,WAW,109.1,115.75
138.124.64.13,77.83.246.88,443,2.67,PL,WAW,106.67,109.06
45.149.63.149,45.149.63.149,443,2.46,PL,WAW,106.8,111.04
151.244.111.47,151.244.111.47,443,2.39,PL,WAW,112.0,146.81
138.124.20.173,138.124.20.173,443,2.33,PL,WAW,105.48,121.43
151.241.227.21,151.241.227.21,443,2.16,PL,WAW,104.84,117.13
147.45.126.131,147.45.126.131,443,2.09,PL,WAW,112.53,116.64
103.167.234.26,103.167.234.26,443,2.07,PL,WAW,108.09,115.4
57.128.215.214,57.128.215.214,8443,1.92,PL,WAW,111.76,122.33
54.36.186.141,54.36.186.141,443,1.86,PL,WAW,112.25,117.9
188.116.40.37,188.116.40.37,443,1.64,PL,WAW,108.98,128.92
37.252.10.91,37.252.10.91,443,1.63,PL,WAW,107.01,126.98
57.128.215.214,57.128.215.214,2053,1.63,PL,WAW,110.06,122.77
45.15.126.160,45.15.126.160,443,1.6,PL,WAW,102.75,122.86
51.38.132.136,51.38.132.136,443,1.6,PL,WAW,110.96,127.32
144.31.112.194,2a12:bec4:1ac1:582::,443,1.52,PL,WAW,109.82,115.43
31.169.126.66,31.169.126.66,443,1.52,PL,WAW,104.03,137.52
144.31.101.97,2a12:bec4:1ac1:497::,8443,1.51,PL,WAW,105.11,134.22
31.169.126.66,31.169.126.66,8443,1.48,PL,WAW,103.1,146.69
89.125.93.217,89.125.93.217,443,1.46,PL,WAW,113.44,135.95
212.192.11.208,212.192.11.208,443,1.42,PL,WAW,104.65,114.1
89.126.229.173,89.126.229.173,443,1.42,PL,WAW,108.12,137.75
51.75.32.106,217.182.79.55,443,1.24,PL,WAW,108.45,137.16
31.169.126.240,31.169.126.240,443,1.11,PL,WAW,102.74,109.83
92.118.205.66,92.118.205.66,443,1.01,PL,WAW,108.6,133.54
5.182.39.243,5.182.39.243,443,8.77,PT,MAD,95.69,169.23
45.12.131.34,45.12.131.34,8443,3.01,PT,MAD,94.76,172.33
45.12.131.34,45.12.131.34,443,2.12,PT,MAD,95.05,170.65
185.225.17.233,185.225.17.233,2053,3.61,RO,OTP,141.73,170.65
185.225.17.233,185.225.17.233,8443,3.27,RO,OTP,171.3,191.05
85.90.196.38,2a12:6fc2:8000::301,443,2.12,RO,OTP,116.6,127.6
31.129.48.139,31.129.48.139,443,10.41,RU,DME,145.3,373.88
31.129.48.139,31.129.48.139,8443,8.73,RU,LED,280.9,206.23
83.147.255.88,83.147.255.88,443,6.39,RU,ARN,115.67,163.64
89.110.91.224,89.110.91.224,2053,5.1,RU,DME,162.0,217.73
95.182.120.255,95.182.120.255,443,5.09,RU,ARN,147.24,193.06
194.190.152.149,194.190.152.149,443,4.91,RU,ARN,315.27,261.0
92.241.18.106,92.241.18.106,443,4.75,RU,DME,133.34,185.79
91.184.244.230,91.184.244.230,443,4.75,RU,DME,129.91,161.55
84.252.75.139,84.252.75.139,443,4.71,RU,ARN,183.58,169.91
37.46.133.101,37.46.133.101,443,4.59,RU,DME,375.92,364.83
89.110.91.224,89.110.91.224,443,4.58,RU,DME,153.23,298.47
82.202.131.249,82.202.131.249,443,4.23,RU,ARN,132.18,189.98
188.68.218.66,188.68.218.66,443,4.17,RU,LED,113.11,169.15
193.233.231.232,2a01:e5c0:1099::2,8443,4.13,RU,ARN,113.62,162.67
89.110.91.224,89.110.91.224,8443,4.05,RU,DME,146.49,237.84
85.198.109.141,85.198.109.141,443,3.99,RU,DME,146.6,287.5
185.128.106.43,185.128.106.43,443,3.86,RU,ARN,271.71,192.67
103.113.68.210,103.113.68.210,443,3.7,RU,ARN,155.85,194.04
176.108.247.128,176.108.247.128,443,3.67,RU,DME,122.05,208.69
89.223.64.33,89.223.64.33,443,3.56,RU,AMS,117.68,202.78
185.128.106.28,185.128.106.28,443,3.52,RU,ARN,150.54,183.73
79.141.73.189,79.141.73.189,443,3.5,RU,DME,200.69,232.76
195.2.79.253,195.2.79.253,443,3.47,RU,DME,137.4,172.79
91.107.127.205,91.107.127.205,443,3.28,RU,DME,122.11,154.62
185.26.121.79,185.26.121.79,443,3.25,RU,DME,122.34,194.54
193.168.227.150,193.168.227.150,443,3.17,RU,ARN,127.53,191.86
93.77.177.164,93.77.177.164,443,3.07,RU,DME,127.66,162.66
31.130.149.85,31.130.149.85,8443,3.04,RU,DME,133.27,187.94
141.105.70.209,141.105.70.209,443,3.01,RU,DME,124.93,195.73
185.151.243.200,185.151.243.200,443,3.0,RU,DME,140.03,303.35
212.193.35.100,212.193.35.98,443,2.87,RU,DME,126.42,156.95
79.141.73.189,79.141.73.189,8443,2.84,RU,DME,201.72,236.87
217.18.60.228,217.18.60.228,443,2.8,RU,AMS,132.04,253.89
185.128.106.89,185.128.106.89,443,2.78,RU,ARN,131.18,173.82
185.125.219.207,185.125.219.207,443,2.74,RU,ARN,139.24,184.65
193.233.248.206,2a01:e5c0:1465::2,2053,2.68,RU,ARN,116.9,139.54
193.168.227.154,193.168.227.154,443,2.59,RU,ARN,127.66,177.93
93.183.94.78,93.183.94.78,2053,2.48,RU,DME,165.18,190.04
79.174.13.53,79.174.13.53,443,2.48,RU,DME,125.86,149.62
176.113.81.56,176.113.81.56,443,2.43,RU,WAW,123.0,253.34
93.183.94.78,93.183.94.78,8443,2.39,RU,DME,150.18,160.94
176.124.200.14,176.124.200.14,443,2.38,RU,DME,125.96,174.96
185.128.106.42,185.128.106.42,443,2.35,RU,ARN,125.67,182.63
95.47.190.252,193.41.79.190,443,2.31,RU,FRA,124.63,224.45
193.168.227.145,193.168.227.145,443,2.27,RU,ARN,133.15,184.46
88.212.254.54,88.212.254.54,443,2.27,RU,DME,120.92,157.94
62.76.142.96,62.76.142.96,443,2.24,RU,ARN,132.51,179.48
45.144.30.222,45.144.30.222,443,2.23,RU,ARN,128.53,172.1
193.168.227.147,193.168.227.147,443,2.23,RU,ARN,130.13,176.13
212.41.15.119,212.41.15.119,443,2.18,RU,DME,136.05,163.97
139.28.223.56,139.28.223.56,443,2.13,RU,DME,129.43,191.57
178.20.41.204,178.20.41.204,443,2.02,RU,DME,135.24,163.55
77.232.136.60,77.232.136.60,443,2.0,RU,DME,123.18,188.31
31.129.49.103,31.129.49.103,8443,1.98,RU,LED,117.99,131.61
194.156.118.127,194.156.118.127,443,1.93,RU,ARN,123.03,164.84
31.130.149.85,31.130.149.85,443,1.88,RU,DME,126.3,173.86
193.168.227.149,193.168.227.149,443,1.87,RU,ARN,133.26,182.43
46.8.21.188,46.8.21.188,443,1.86,RU,ARN,133.93,188.83
45.9.75.244,45.9.75.244,443,1.82,RU,ARN,131.24,166.7
45.151.62.25,45.151.62.25,443,1.77,RU,DME,122.19,226.77
193.168.227.134,193.168.227.134,443,1.7,RU,ARN,127.62,172.46
193.233.248.206,2a01:e5c0:1465::2,2087,1.65,RU,ARN,121.33,137.28
84.252.73.78,84.252.73.78,443,1.62,RU,ARN,126.22,165.73
185.195.27.142,185.195.27.142,443,1.62,RU,DME,140.57,170.31
185.170.10.35,185.170.10.35,443,1.61,RU,DME,133.25,236.55
188.225.34.155,188.225.34.155,443,1.58,RU,DME,121.89,193.77
195.66.114.33,195.66.114.33,443,1.58,RU,DME,142.15,160.93
88.210.53.139,88.210.53.139,443,1.57,RU,DME,148.29,157.56
212.74.227.162,212.74.227.162,443,1.56,RU,DME,132.21,153.65
178.20.41.204,178.20.41.204,8443,1.55,RU,DME,135.32,169.01
185.128.106.27,185.128.106.27,443,1.55,RU,ARN,127.19,174.76
185.137.235.254,212.41.15.119,443,1.54,RU,DME,126.78,186.8
85.239.49.65,85.239.49.65,443,1.52,RU,DME,125.85,189.26
185.128.106.50,185.128.106.50,443,1.51,RU,ARN,125.8,176.38
92.53.107.11,92.53.107.11,443,1.48,RU,DME,133.41,177.95
185.218.0.16,185.218.0.16,443,1.45,RU,ARN,114.79,141.42
185.128.106.67,185.128.106.67,443,1.41,RU,ARN,135.52,172.3
185.231.245.195,185.231.245.195,443,1.33,RU,ARN,131.68,182.96
5.129.246.116,5.129.246.116,443,1.29,RU,FRA,128.0,209.74
2.59.165.35,212.193.35.98,443,1.22,RU,DME,126.5,165.15
82.202.141.131,82.202.141.131,443,1.21,RU,DME,125.75,152.44
212.67.10.224,212.67.10.224,443,1.21,RU,ARN,137.92,193.94
45.9.75.166,45.9.75.166,443,1.2,RU,ARN,130.01,228.38
95.213.226.60,95.213.226.60,443,1.19,RU,DME,123.59,157.26
85.193.94.192,85.193.94.192,443,1.19,RU,DME,122.04,174.7
185.128.106.8,185.128.106.8,443,1.18,RU,ARN,124.91,173.21
193.233.248.206,2a01:e5c0:1465::2,2096,1.17,RU,ARN,119.52,139.51
31.129.49.103,31.129.49.103,443,1.13,RU,DME,126.5,152.87
193.168.227.127,193.168.227.127,443,1.1,RU,ARN,147.32,154.42
185.128.106.54,185.128.106.54,443,1.1,RU,ARN,130.74,176.04
80.87.198.98,80.87.198.98,443,1.02,RU,DME,124.74,157.11
77.73.66.223,77.73.66.223,443,1.01,RU,ARN,152.41,152.86
45.90.218.180,45.90.218.180,443,1.0,RU,ARN,134.13,304.31
172.232.150.153,172.232.150.153,443,14.3,SE,ARN,117.58,137.65
93.115.23.184,93.115.23.184,443,12.06,SE,ARN,281.69,115.27
192.145.30.27,192.145.30.27,443,10.33,SE,ARN,149.84,141.55
41.216.182.105,41.216.182.105,443,9.69,SE,ARN,143.66,180.94
185.229.221.92,185.229.221.92,443,9.04,SE,ARN,113.72,106.55
192.145.30.29,192.145.30.29,443,7.62,SE,ARN,308.67,214.43
185.58.115.45,185.58.115.45,443,7.16,SE,ARN,103.52,117.08
70.34.195.28,70.34.195.28,443,7.02,SE,ARN,107.77,121.93
192.145.30.224,192.145.30.224,443,6.7,SE,ARN,104.7,115.75
192.145.30.213,192.145.30.213,443,6.14,SE,ARN,115.08,165.23
78.40.116.136,78.40.116.136,2053,5.39,SE,ARN,109.38,126.79
37.252.8.202,37.252.8.202,443,5.08,SE,ARN,111.58,116.65
176.97.77.161,176.97.77.161,443,4.78,SE,ARN,225.54,259.79
62.182.193.252,62.182.193.252,443,4.75,SE,ARN,103.83,108.02
62.182.193.126,62.182.193.126,8443,4.38,SE,ARN,104.34,123.85
185.230.143.55,2a12:5940:b2dc::2,443,4.32,SE,FRA,116.04,166.23
138.124.85.225,138.124.85.225,443,4.23,SE,ARN,103.23,108.28
91.186.212.186,91.186.212.186,443,4.12,SE,FRA,113.97,184.14
142.111.244.42,142.111.244.42,443,3.78,SE,ARN,122.53,119.22
31.192.244.129,31.192.244.129,443,3.6,SE,ARN,119.98,140.46
103.110.66.169,103.110.66.169,443,3.23,SE,ARN,103.41,130.29
194.238.57.103,194.238.57.103,443,3.18,SE,HEL,102.82,121.78
78.40.117.23,78.40.117.23,2053,3.06,SE,ARN,106.79,133.03
83.219.243.50,83.219.243.50,443,3.06,SE,ARN,116.9,115.75
83.219.250.141,83.219.250.141,443,3.01,SE,ARN,104.36,112.84
213.21.240.109,213.21.240.109,443,2.87,SE,ARN,112.48,138.2
185.21.11.91,185.21.11.91,443,2.81,SE,CPH,106.96,123.62
193.148.58.33,193.148.58.33,443,2.79,SE,ARN,110.42,119.66
172.232.157.252,172.232.157.252,2053,2.75,SE,ARN,103.71,118.21
172.232.157.252,172.232.157.252,8443,2.72,SE,ARN,103.1,119.7
5.178.109.158,5.178.109.158,443,2.41,SE,ARN,104.74,108.54
91.223.169.237,91.223.169.237,443,2.22,SE,ARN,115.33,215.06
64.112.127.151,64.112.127.151,443,2.19,SE,ARN,103.05,110.58
70.34.205.63,70.34.205.63,443,2.13,SE,ARN,103.49,107.23
95.143.196.18,95.143.196.18,443,2.0,SE,ARN,105.74,140.05
185.139.228.126,185.139.228.126,443,1.97,SE,ARN,107.91,114.98
13.53.54.165,13.53.54.165,443,1.97,SE,ARN,108.92,123.49
83.219.250.221,83.219.250.221,443,1.97,SE,ARN,105.99,110.06
41.216.182.98,41.216.182.98,443,1.96,SE,ARN,138.14,130.54
138.124.71.139,138.124.71.139,443,1.34,SE,ARN,112.48,118.62
62.182.196.25,2a0c:16c3:500:684::3ebc,443,1.31,SE,ARN,105.67,112.8
62.182.195.147,2a0c:16c3:500:518::473b,443,1.29,SE,ARN,106.54,111.22
83.147.254.245,2a01:e5c0:60be::2,443,1.23,SE,FRA,120.07,163.97
79.141.174.235,79.141.174.235,443,1.19,SE,ARN,104.57,141.01
176.125.240.51,176.125.240.51,2053,1.19,SE,ARN,118.09,118.02
81.90.21.104,81.90.21.104,443,1.15,SE,HEL,101.77,113.45
37.252.9.236,37.252.9.236,443,1.11,SE,ARN,105.82,128.19
193.181.29.120,193.181.29.120,443,1.11,SE,ARN,110.65,125.6
91.223.169.74,91.223.169.74,443,1.05,SE,ARN,110.37,112.76
43.160.234.53,43.160.234.53,443,1.81,SG,SIN,221.86,229.81
140.245.58.23,2603:c02b:306:abff:8133:5b32:f031:364b,443,1.39,SG,SIN,221.65,234.02
167.99.73.22,167.99.73.22,443,1.35,SG,SIN,229.48,294.11
82.21.84.75,82.21.84.75,443,1.31,SG,SIN,227.9,233.33
50.3.142.48,82.21.84.75,443,1.3,SG,SIN,226.09,247.64
104.250.118.76,104.250.118.76,443,1.29,SG,SIN,242.42,243.91
172.104.191.150,2400:8901::2000:56ff:feca:d4b2,443,1.28,SG,SIN,240.91,249.64
45.76.146.145,2401:c080:1400:5ad6:5400:5ff:fef0:299e,443,1.28,SG,SIN,227.23,230.19
13.212.250.77,2406:da18:15a3:6400:4021:1054:9e71:ba2d,443,1.27,SG,SIN,224.46,236.13
158.178.234.153,158.178.234.153,443,1.26,SG,SIN,226.1,233.21
178.128.86.3,178.128.86.3,443,1.25,SG,SIN,234.33,244.32
149.28.159.222,149.28.159.222,443,1.24,SG,SIN,235.31,243.32
188.239.19.177,2a09:bac5:55fe:18be::277:29,443,1.2,SG,SIN,228.57,257.15
168.138.165.174,168.138.165.174,443,1.2,SG,SIN,226.51,240.03
139.180.208.63,139.180.208.63,443,1.18,SG,SIN,221.47,246.46
50.3.142.52,82.21.84.75,443,1.16,SG,SIN,228.03,233.06
149.28.142.169,2401:c080:1400:5ccf:5400:4ff:fe8f:959d,443,1.15,SG,SIN,229.0,238.45
50.3.142.15,37.230.53.176,443,1.12,SG,SIN,247.47,231.34
160.22.79.230,160.22.79.230,443,1.11,SG,SIN,234.18,254.61
50.3.142.16,37.230.53.176,443,1.05,SG,SIN,223.26,229.14
160.22.79.179,160.22.79.179,443,1.03,SG,SIN,243.53,231.57
43.160.195.223,43.160.195.223,443,1.02,SG,SIN,245.19,231.83
104.248.145.216,104.248.145.216,443,1.02,SG,SIN,242.98,247.59
45.32.113.29,45.32.113.29,443,1.02,SG,SIN,240.4,246.05
206.206.77.97,206.206.77.97,443,1.02,SG,SIN,225.76,233.19
43.163.90.17,43.163.90.17,443,1.01,SG,SIN,220.41,227.91
5.35.103.185,5.35.103.185,8443,2.32,SK,BTS,105.89,116.76
188.132.192.195,188.132.192.195,2053,1.17,TR,IST,130.64,174.65
167.253.153.147,2602:f8c0:3:1001:be24:11ff:fe9d:e68c,443,1.94,TW,TPE,189.2,192.12
167.253.153.125,2602:f8c0:3:1001:be24:11ff:fef0:ba7b,443,1.87,TW,TPE,192.46,218.39
167.253.153.214,2602:f8c0:3:1001:be24:11ff:fe46:285e,443,1.83,TW,TPE,217.98,399.8
140.235.39.192,2a12:bec0:162:4f6::,443,1.67,TW,TPE,182.57,191.47
43.213.148.173,43.212.202.45,443,1.48,TW,TPE,180.9,185.72
34.80.251.171,34.80.251.171,443,1.15,TW,TPE,186.96,190.28
43.170.25.96,43.175.170.56,443,544.81,US,IAD,9.62,9.48
104.129.166.131,74.249.78.162,2096,539.74,US,IAD,7.06,16.86
199.119.137.77,199.119.137.77,2053,321.44,US,EWR,16.48,22.32
45.150.65.251,45.150.65.251,443,311.9,US,EWR,16.42,18.16
74.119.194.201,74.119.194.201,443,299.93,US,EWR,13.02,36.49
208.113.133.223,2607:f298:5:101d:f816:3eff:feaa:2359,2053,261.94,US,IAD,8.45,53.45
104.129.166.131,74.249.78.162,2087,224.27,US,IAD,7.34,12.04
134.209.71.141,134.209.71.141,2096,218.67,US,EWR,13.87,28.24
134.209.166.201,134.209.166.201,2053,202.65,US,EWR,20.12,53.51
77.110.125.6,2a01:e5c0:96ed::2,443,192.74,US,ATL,24.56,39.4
134.209.166.201,134.209.166.201,8443,181.52,US,EWR,13.85,38.45
86.104.72.194,86.104.72.194,443,179.18,US,EWR,16.01,38.58
104.129.166.131,74.249.78.162,2053,161.24,US,IAD,5.94,19.72
5.181.3.233,147.45.60.116,443,151.34,US,ATL,39.67,52.16
31.57.118.66,31.57.118.66,8443,123.82,US,DFW,39.44,63.07
31.57.118.66,31.57.118.66,2053,117.58,US,DFW,45.13,73.23
156.154.245.83,156.154.213.222,443,97.21,US,IAD,70.0,71.76
173.70.8.178,173.70.8.178,8443,96.75,US,EWR,15.2,356.65
23.95.113.61,23.95.113.61,443,94.3,US,IAD,6.9,14.5
129.158.241.2,129.158.241.2,8443,65.68,US,IAD,7.48,15.62
104.129.166.131,74.249.78.162,443,64.73,US,IAD,8.59,20.94
166.1.160.140,166.1.160.140,443,64.25,US,EWR,13.82,26.89
104.129.166.131,74.249.78.162,2083,61.11,US,IAD,7.64,16.93
104.129.166.131,74.249.78.162,8443,60.81,US,IAD,9.24,21.04
45.32.213.46,2001:19f0:5400:2caf:5400:5ff:fed7:7f1a,443,49.13,US,ATL,14.59,21.33
107.172.88.191,107.172.88.191,2096,45.03,US,YYZ,32.63,89.93
34.186.63.57,34.186.63.57,443,44.45,US,IAD,61.22,274.35
107.172.88.191,107.172.88.191,2087,43.91,US,YYZ,34.17,84.61
185.9.27.23,2606:2040:1000:7:be24:11ff:fe0b:6312,443,42.36,US,DFW,58.98,102.79
43.169.19.179,43.175.170.56,443,41.28,US,IAD,8.1,12.6
154.211.8.155,74.249.78.162,2096,39.45,US,IAD,55.03,155.91
31.172.79.138,31.172.79.138,2083,38.54,US,DFW,146.7,238.86
38.107.232.124,38.107.232.124,2053,37.64,US,DFW,35.15,51.23
154.211.8.155,74.249.78.162,2083,37.28,US,IAD,83.7,208.14
82.27.93.211,45.144.112.50,8443,36.02,US,EWR,88.46,150.15
142.171.214.164,2607:f130:0:ee:ff:ff:fb68:b184,2053,33.95,US,LAX,109.95,103.68
45.202.113.232,74.249.78.162,2087,33.0,US,LIS,86.59,91.92
107.175.209.186,107.175.209.186,443,32.61,US,BUF,29.17,64.94
172.174.11.248,172.190.157.189,443,32.34,US,IAD,6.9,16.47
107.175.183.121,107.175.183.121,443,32.21,US,ATL,20.86,29.53
45.202.113.221,74.249.78.162,2083,31.67,US,LIS,84.31,112.52
45.202.113.221,74.249.78.162,2096,31.6,US,LIS,84.84,116.79
166.1.60.137,166.1.60.137,443,29.71,US,EWR,12.47,29.23
154.211.8.155,74.249.78.162,2087,29.15,US,IAD,63.35,272.05
159.60.146.82,159.60.176.158,443,29.1,US,IAD,8.25,18.44
45.202.113.221,74.249.78.162,2087,27.94,US,LIS,87.05,128.06
95.181.173.131,2a01:e5c0:9d7a::2,443,27.86,US,ATL,19.62,36.45
107.174.245.19,107.174.245.19,443,27.64,US,SEA,75.26,312.86
154.211.8.155,74.249.78.162,443,27.6,US,IAD,75.01,95.12
74.48.189.162,74.48.189.162,443,27.29,US,LAX,74.71,171.51
104.129.167.255,74.249.78.162,443,26.74,US,IAD,79.93,87.13
167.253.66.148,2602:fcc0:2222:7443::1,443,26.41,US,MIA,35.35,85.77
104.129.167.255,74.249.78.162,2087,26.1,US,IAD,179.5,68.72
154.211.8.155,74.249.78.162,8443,25.92,US,IAD,50.92,165.48
104.129.167.255,74.249.78.162,2096,25.71,US,IAD,51.62,57.18
46.17.107.199,46.17.107.199,443,25.31,US,EWR,18.94,50.55
108.181.199.80,108.181.199.80,443,25.29,US,DFW,55.69,131.23
104.129.167.255,74.249.78.162,2083,24.99,US,IAD,43.98,86.5
5.78.79.91,5.78.79.91,2096,24.52,US,PDX,76.37,120.39
74.48.90.185,2607:f130:0:193:216:3cff:fe5b:fec1,443,24.01,US,LAX,72.88,83.49
82.27.93.65,45.144.112.50,8443,23.3,US,EWR,21.32,25.72
